SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC40118,0,7,19,12,14,8,0,0,0,69,0,7,33,19,10,10,0,0,3,78,55,185,511,394,331,192,36,0,3,1713
SSC40119,7,20,41,36,23,11,3,0,0,139,3,14,23,26,20,5,3,0,0,98,196,406,999,697,695,374,34,7,0,3407
SSC40120,0,0,0,3,0,0,0,0,0,7,0,3,0,4,3,0,0,0,0,10,14,19,18,37,51,43,14,0,0,193
SSC40121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12
SSC40122,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,4,0,10,14,10,30,21,5,0,0,98
SSC40123,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,13,11,9,0,0,0,42
SSC40124,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,3,0,0,0,3,6,6,14,34,47,29,17,4,0,162
SSC40125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,20
SSC40126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15
SSC40127,0,3,3,0,3,0,3,0,0,10,3,0,0,3,0,0,0,0,0,10,9,23,48,44,63,44,19,4,0,246
SSC40128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,3,0,0,22
SSC40129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,10
SSC40131,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,0,10,24,39,4,0,0,82
SSC40132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC40133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5
SSC40135,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,4,3,12,21,18,22,4,6,0,87
SSC40136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,13,10,8,5,3,0,56
SSC40137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,5,0,0,21
SSC40138,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,8,0,10,13,14,28,37,66,60,19,9,0,243
SSC40139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,14
SSC40141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,10,6,0,0,0,34
SSC40142,7,14,21,12,15,11,3,0,0,82,4,9,14,9,19,11,4,3,0,68,96,128,296,259,328,221,95,14,3,1443
SSC40143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,3,0,0,26
SSC40144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,22
SSC40145,0,0,4,7,11,3,0,0,0,24,0,4,3,4,3,3,3,0,0,21,31,33,80,143,133,74,17,0,0,503
SSC40146,0,3,3,0,3,0,0,0,0,14,0,3,0,9,0,5,3,0,0,18,9,56,189,106,74,43,13,0,0,491
SSC40147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,12
SSC40148,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,3,17,17,13,3,0,0,62
SSC40149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,4,0,0,18
SSC40150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,17
SSC40151,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,7,3,9,15,26,31,3,0,0,101
SSC40152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10
SSC40153,4,4,18,13,15,6,0,0,0,53,0,9,14,9,10,7,0,0,0,46,61,113,280,257,236,152,18,3,0,1121
SSC40154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,10
SSC40155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,18,0,0,0,0,29
SSC40156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,8,4,0,0,35
SSC40158,7,8,14,9,14,16,3,0,0,69,3,0,7,14,4,7,5,0,0,41,84,101,318,496,445,359,87,5,0,1890
SSC40159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,12
SSC40160,0,6,10,15,11,10,6,0,0,56,0,4,6,12,7,13,7,0,0,53,81,145,261,339,392,350,87,8,3,1657
SSC40161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,10,10,0,0,0,38
SSC40162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,9,8,5,0,0,51
SSC40163,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,13,17,31,30,13,0,0,113
SSC40164,0,4,16,15,16,17,0,0,0,70,0,6,18,18,21,5,0,0,0,76,69,216,622,443,408,290,57,5,0,2115
SSC40165,0,4,33,14,5,5,3,0,0,67,0,10,15,9,6,13,3,0,0,59,40,232,690,321,270,202,31,3,0,1783
SSC40166,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,10,8,13,0,0,0,45
SSC40167,5,10,37,20,21,12,0,0,0,106,0,7,35,14,12,9,3,0,0,79,73,239,688,507,409,294,62,9,0,2279
SSC40168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,4,0,0,0,30
SSC40171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,0,0,0,13
SSC40172,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,4,11,22,26,22,15,0,0,111
SSC40173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40174,0,0,0,0,3,0,4,0,0,9,0,0,0,0,4,3,0,0,0,17,10,18,35,30,63,45,13,0,0,214
SSC40175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,0,0,0,19
SSC40176,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,8,6,6,14,15,25,5,0,0,75
SSC40177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,8,0,0,0,0,20
SSC40178,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,10,18,16,19,16,8,0,0,90
SSC40179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,3,0,0,25
SSC40180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,11,3,0,0,22
SSC40181,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,9,4,14,27,33,30,9,0,0,128
SSC40182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,15,23,6,4,0,0,60
SSC40183,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11
SSC40184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,7,8,3,0,0,28
SSC40187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,13,9,3,0,0,45
SSC40189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
SSC40190,0,0,0,4,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,5,12,14,10,20,5,4,0,74
SSC40191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC40192,0,0,8,5,9,13,0,0,0,42,0,3,3,7,7,6,4,0,0,40,60,97,181,285,326,233,98,18,3,1303
SSC40193,0,0,3,9,6,0,0,0,0,21,0,0,0,0,3,8,3,0,0,18,12,26,60,78,104,108,33,7,0,424
SSC40194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SSC40195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,7,13,12,5,3,0,58
SSC40196,3,8,42,24,16,17,0,0,0,110,3,22,35,34,31,7,0,0,0,128,118,272,784,678,541,295,28,0,0,2720
SSC40197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,21,36,27,27,9,0,0,136
SSC40198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,12,0,0,0,37
SSC40199,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,3,11,16,18,31,51,17,0,0,149
SSC40200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,9,3,0,0,27
SSC40201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
SSC40202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8
SSC40203,3,5,4,0,3,3,0,0,0,17,0,0,3,4,4,4,0,0,0,12,17,21,56,63,69,52,7,3,0,288
SSC40204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11,5,0,0,0,27
SSC40205,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,11,7,21,18,10,0,0,68
SSC40206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,17,8,3,0,0,46
SSC40207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC40208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,0,0,0,20
SSC40209,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,7,3,5,11,16,43,36,11,3,0,124
SSC40210,4,9,19,15,15,16,3,0,0,75,0,5,11,8,8,7,0,0,0,37,62,183,493,344,287,193,46,3,0,1621
SSC40211,9,9,43,30,36,16,6,3,0,154,0,11,22,24,23,18,10,3,0,114,119,275,849,802,703,405,116,12,0,3291
SSC40212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,3,3,7,11,4,3,0,0,27
SSC40213,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,4,12,15,23,15,3,0,0,85
SSC40214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC40215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,9,0,0,0,0,26
SSC40216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,9
SSC40217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9
SSC40218,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,6,12,8,3,0,0,29
SSC40219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,5,13,0,3,0,30
SSC40220,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,11,8,27,25,5,0,0,83
SSC40221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,9,0,3,0,18
SSC40222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC40223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,18
SSC40225,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,7,0,0,0,12,12,26,12,33,58,57,13,0,0,215
SSC40226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,12
SSC40227,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,6,0,0,0,25
SSC40228,0,0,0,0,3,0,0,0,0,5,0,0,0,3,6,0,0,0,0,7,0,4,21,26,28,40,17,3,0,134
SSC40229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,6,5,0,0,25
SSC40230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,3,12,13,8,0,0,49
SSC40231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9
SSC40232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,19
SSC40233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,16
SSC40234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC40235,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,11,9,6,0,0,0,33
SSC40236,5,4,3,14,0,7,0,0,0,39,3,0,3,0,6,9,3,0,0,26,47,75,179,156,153,134,51,6,0,808
SSC40237,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,17,24,16,16,3,0,0,85
SSC40238,0,0,0,3,0,0,0,0,0,3,0,0,3,4,5,0,0,0,0,8,4,19,15,19,23,23,6,0,0,111
SSC40239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14
SSC40240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,0,0,21
SSC40241,0,3,0,3,10,0,3,0,0,21,0,0,0,0,0,4,3,0,0,11,28,30,28,77,137,65,14,0,0,389
SSC40242,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,12,4,14,11,7,0,0,62
SSC40243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,17
SSC40244,0,0,3,4,0,0,0,0,0,12,3,0,0,0,4,0,3,0,0,10,24,30,35,65,82,49,18,0,0,308
SSC40245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15
SSC40246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,16
SSC40247,0,0,5,9,11,9,0,3,0,42,0,0,3,9,7,4,4,0,0,33,59,110,194,199,274,185,37,3,0,1067
SSC40248,0,0,0,3,4,0,0,0,0,17,0,0,0,3,3,8,0,0,0,14,23,19,25,76,72,71,27,4,0,317
SSC40249,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,3,0,8,15,23,17,8,0,0,64
SSC40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,9
SSC40251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC40253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40254,0,11,22,22,20,8,0,0,0,87,3,11,25,18,6,7,3,0,0,66,67,184,375,350,302,215,66,0,0,1559
SSC40255,0,20,19,12,21,10,0,0,0,83,3,11,27,18,18,11,6,0,0,92,97,266,475,383,452,313,73,8,0,2059
SSC40256,0,0,3,4,3,8,0,0,0,18,3,0,6,0,4,4,0,0,0,15,44,59,143,231,199,135,21,0,0,833
SSC40257,0,9,20,10,13,14,0,0,0,74,0,0,5,4,9,16,11,0,0,51,83,117,326,246,300,277,91,7,5,1461
SSC40258,3,10,3,11,12,8,0,0,0,45,0,0,11,3,6,4,0,0,0,29,69,112,264,320,253,161,24,3,0,1209
SSC40259,3,4,11,7,7,15,3,0,0,52,0,3,8,4,14,6,0,0,0,32,62,139,280,300,291,215,41,0,0,1329
SSC40260,0,0,3,0,4,7,3,0,0,16,0,0,0,3,5,7,0,3,0,13,16,20,34,54,99,78,30,3,0,338
SSC40261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,0,0,0,12
SSC40262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4
SSC40263,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,12,12,35,32,3,0,0,107
SSC40264,0,13,22,16,14,16,3,0,0,77,0,3,20,13,10,3,6,0,0,50,47,136,526,424,255,184,40,9,0,1621
SSC40265,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC40266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,6,13,8,0,0,0,34
SSC40267,0,4,3,3,4,6,0,0,0,27,0,0,3,0,3,4,0,3,0,12,20,29,87,76,98,98,23,6,0,429
SSC40268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,0,12
SSC40269,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,6,8,22,20,6,0,0,72
SSC40270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,3,0,0,19
SSC40271,0,8,17,7,14,8,0,0,0,50,8,7,19,11,5,6,0,0,0,53,60,183,429,328,276,174,24,5,0,1477
SSC40272,0,0,0,0,0,0,3,0,0,8,0,0,0,3,3,4,0,0,0,9,14,13,20,31,38,58,10,0,0,180
SSC40273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40274,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,8,13,12,4,3,0,0,44
SSC40275,0,0,0,0,3,0,0,0,0,8,0,0,3,7,11,3,0,0,0,22,22,20,41,95,106,62,10,0,0,354
SSC40276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,7,3,0,0,34
SSC40277,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,11,7,36,49,61,51,11,3,0,227
SSC40278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,3,4,3,0,39
SSC40279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,0,0,22
SSC40280,0,0,3,0,3,0,3,0,0,11,0,0,0,0,4,8,0,0,0,13,13,34,64,49,108,75,23,8,0,374
SSC40281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,4,0,0,0,27
SSC40282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SSC40283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40284,3,0,3,3,3,3,0,0,0,23,0,5,5,0,0,0,0,0,0,22,17,69,216,156,126,118,30,4,0,733
SSC40285,6,0,10,15,19,9,0,0,0,57,3,0,14,6,13,10,3,0,0,48,112,142,232,443,473,337,63,0,0,1802
SSC40286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,21
SSC40287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,3,0,0,16
SSC40288,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,10,23,44,9,0,0,87
SSC40289,0,3,0,5,4,6,0,0,0,22,0,3,0,3,3,5,0,0,0,13,38,16,51,73,108,71,15,3,0,383
SSC40290,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,8,5,3,6,3,23,25,3,0,0,70
SSC40291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,7,9,0,0,0,27
SSC40292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,5,3,0,0,33
SSC40293,0,0,0,3,3,3,0,0,0,13,0,0,10,3,17,13,4,0,0,41,14,39,153,118,138,125,49,13,0,643
SSC40294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,11,12,21,15,11,0,0,80
SSC40295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,18,3,3,0,0,33
SSC40296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40297,0,0,0,0,0,0,0,0,0,9,0,0,3,0,4,0,3,0,0,12,12,5,26,27,42,41,15,0,0,159
SSC40298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,15,18,7,0,0,0,57
SSC40299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,18,0,7,0,0,41
SSC40300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,7
SSC40301,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,4,6,16,21,12,3,0,0,59
SSC40302,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,10,3,32,27,34,36,14,3,0,163
SSC40303,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,9,13,10,0,0,0,48
SSC40304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,23,25,12,0,0,88
SSC40305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,14,3,0,0,32
SSC40306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,16
SSC40307,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,3,0,0,20
SSC40308,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,16
SSC40309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,8,16,13,3,0,0,41
SSC40310,0,0,0,0,0,0,3,0,0,9,0,0,0,0,4,3,0,0,0,15,9,15,10,24,63,34,10,0,0,171
SSC40311,4,11,18,27,22,23,10,0,0,114,0,4,6,7,15,8,0,0,0,45,116,164,319,542,536,421,91,5,0,2192
SSC40312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,10,6,0,0,0,28
SSC40313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10
SSC40314,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,14,19,17,25,4,0,0,76
SSC40315,0,3,4,3,0,8,0,0,0,22,0,0,0,0,0,3,0,0,0,13,26,63,176,133,121,72,7,0,0,597
SSC40316,0,0,3,0,4,3,0,0,0,10,0,0,0,0,6,3,0,0,0,13,18,41,60,85,119,87,41,6,0,461
SSC40317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,8,14,7,3,0,0,44
SSC40318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,9,4,0,0,23
SSC40319,0,0,0,4,7,10,3,0,0,18,0,4,3,5,8,10,4,0,0,30,50,63,110,204,257,224,83,12,0,999
SSC40320,0,0,6,3,7,3,0,0,0,13,0,0,0,3,7,3,0,0,0,11,22,32,72,151,183,111,38,4,0,625
SSC40321,0,0,3,14,5,6,6,0,0,38,0,0,3,6,10,4,0,0,0,24,83,93,141,345,338,215,40,5,0,1259
SSC40322,9,21,42,34,49,20,3,0,0,174,10,15,28,38,52,23,8,0,4,169,313,487,948,1063,1256,761,96,8,3,4928
SSC40323,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,4,13,20,26,17,7,0,0,103
