SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC40502,0,3,0,8,6,7,33,27,32,116,0,0,3,0,3,3,3,3,0,14,21,31,80,45,48,74,55,43,22,432,125,434,982,819,849,864,661,326,158,5213
SSC40503,0,0,0,4,0,3,12,15,27,58,0,0,0,0,0,0,0,0,0,3,0,7,14,18,5,14,37,38,90,219,41,144,242,251,307,337,287,159,167,1945
SSC40504,0,0,4,0,3,16,33,57,74,190,0,0,4,0,0,0,0,3,3,14,7,11,22,39,30,30,22,46,49,250,106,310,618,709,668,672,532,368,313,4298
SSC40505,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,7,15,19,9,4,7,3,59
SSC40506,0,0,9,7,5,4,7,19,22,71,0,0,0,0,3,0,0,3,4,9,3,7,17,19,13,13,21,18,15,134,36,119,257,318,292,211,248,236,223,1951
SSC40507,0,0,0,0,3,0,7,10,3,27,0,0,0,0,0,0,0,0,0,0,6,3,6,4,13,8,7,4,9,69,52,99,177,249,267,267,254,158,59,1582
SSC40508,0,0,0,0,0,3,11,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,22,8,18,30,40,48,55,60,24,3,286
SSC40509,0,0,0,3,9,12,32,15,4,76,0,0,3,0,0,0,0,0,0,6,6,0,3,14,15,14,11,9,3,67,27,34,76,127,178,144,110,43,11,750
SSC40510,0,0,3,0,6,6,23,77,75,195,0,0,0,0,3,0,4,9,7,25,3,0,5,15,6,4,20,38,55,155,24,100,250,224,201,151,149,261,259,1622
SSC40511,0,0,6,12,9,20,69,48,22,185,0,0,0,0,3,0,8,0,0,13,21,31,39,32,62,64,78,77,70,472,317,627,1043,1243,1631,1366,1027,572,159,7981
SSC40512,0,0,0,0,3,0,8,4,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,3,0,0,0,18,10,9,24,31,34,32,49,16,0,211
SSC40513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,8,4,15,0,3,0,39
SSC40514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,14
SSC40515,0,0,0,0,3,9,17,46,31,104,0,0,0,0,0,0,3,10,7,23,10,11,30,26,31,15,18,15,25,176,66,191,518,458,374,356,220,142,111,2440
SSC40516,0,0,3,0,0,11,41,58,61,175,0,0,0,0,0,0,0,0,0,0,0,3,14,14,20,30,74,71,53,268,34,65,102,138,227,334,541,426,237,2104
SSC40517,0,5,3,3,5,7,33,36,12,98,0,0,0,0,0,0,0,0,0,5,5,4,6,3,15,17,24,28,11,119,37,72,164,214,248,311,395,266,62,1754
SSC40518,0,4,4,0,0,0,9,12,4,31,0,0,0,0,0,0,0,0,0,3,3,3,3,6,9,11,24,21,7,81,18,30,61,72,105,176,279,118,31,880
SSC40519,0,0,3,0,0,3,8,17,7,38,0,0,0,0,0,0,0,0,0,0,4,0,7,3,9,19,14,13,10,88,12,26,73,64,116,195,217,115,47,860
SSC40520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,3,10,7,0,0,0,30
SSC40521,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,16,4,30,16,20,57,47,14,7,3,201
SSC40522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,0,0,0,23
SSC40523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,13,8,0,0,39
SSC40524,3,0,3,3,8,9,57,88,104,279,0,0,0,3,3,0,3,7,5,21,11,12,30,32,50,54,43,39,32,291,126,277,599,673,831,812,744,445,323,4833
SSC40525,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,18,18,22,20,11,3,3,118
SSC40526,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,8,9,11,15,8,4,0,54
SSC40527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,5,7,3,0,0,36
SSC40528,0,0,5,9,10,20,32,23,25,120,0,0,3,10,6,8,3,4,3,33,0,6,35,37,24,24,24,12,5,169,53,188,651,441,273,288,157,104,45,2201
SSC40529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,8,12,39,76,66,44,45,3,0,300
SSC40530,0,0,0,0,3,0,8,11,3,29,0,0,0,0,0,0,0,0,0,0,3,7,10,3,9,16,5,0,0,52,19,57,128,136,156,171,80,44,14,803
SSC40531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,9,0,3,7,4,0,0,35
SSC40532,0,0,3,5,11,13,45,36,11,124,0,0,0,0,4,7,0,0,0,11,14,12,30,59,65,41,34,29,13,296,258,565,949,1339,1549,1097,611,249,57,6672
SSC40533,0,0,0,8,9,19,48,33,11,121,0,0,3,0,3,3,3,11,0,22,11,8,9,13,22,22,17,11,0,116,123,270,377,452,614,542,305,112,23,2819
SSC40534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,3,3,9,14,15,7,3,4,70
SSC40535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,12
SSC40536,0,0,0,0,0,0,5,11,15,30,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5,7,3,5,13,49,25,43,68,95,118,125,90,55,41,665
SSC40537,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,8,17,13,9,3,0,71
SSC40538,0,3,3,9,14,11,61,51,60,206,3,0,0,0,0,0,0,3,0,14,10,13,13,13,25,27,43,39,16,198,88,211,528,470,460,518,495,237,157,3165
SSC40539,0,3,4,8,20,44,48,24,10,163,0,0,4,0,0,3,3,0,0,17,16,17,46,39,41,60,64,31,11,325,98,220,480,444,455,553,415,146,54,2851
SSC40540,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,4,7,0,3,0,20
SSC40541,0,0,0,0,0,0,0,4,3,11,0,0,3,0,0,0,0,0,0,3,0,3,0,0,7,12,3,0,3,36,14,56,64,43,68,74,71,36,38,465
SSC40542,0,0,0,4,0,9,21,31,58,125,0,0,0,0,0,3,0,0,0,8,6,9,11,16,24,33,30,36,35,205,50,104,179,292,349,391,355,239,190,2137
SSC40543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,14,3,3,15,19,19,21,9,3,0,106
SSC40544,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,7,7,0,0,27,0,14,13,29,36,37,16,5,0,147
SSC40545,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,9,4,0,3,0,20
SSC40546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40547,0,0,0,0,0,4,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,3,6,20,13,22,26,21,17,4,131
SSC40548,0,0,5,6,9,34,81,55,38,233,0,0,3,0,0,3,6,7,0,19,18,25,42,39,71,81,50,31,18,367,340,736,1286,1656,1847,2035,1168,432,154,9660
SSC40549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40550,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,10,8,13,20,11,11,0,68
SSC40551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,12
SSC40552,0,0,4,3,3,3,11,9,13,46,0,0,0,0,0,0,0,0,0,0,3,0,9,3,11,16,15,16,12,78,11,21,76,65,94,126,78,42,34,551
SSC40553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8
SSC40554,0,0,0,0,0,3,3,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,9,0,0,7,11,7,9,12,10,0,51
SSC40555,0,0,0,0,3,13,18,19,9,62,0,0,3,0,3,3,3,0,0,15,0,4,14,5,3,8,7,3,3,58,30,123,271,207,164,158,100,56,31,1136
SSC40556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,15,3,0,3,37
SSC40557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,7,0,0,0,12
SSC40558,3,3,9,7,5,25,74,77,57,265,0,0,0,4,0,0,0,0,0,8,13,19,47,58,41,73,72,64,39,421,245,605,1378,1477,1410,1590,1205,623,266,8801
SSC40559,0,0,0,0,0,0,4,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,4,4,12,15,34,28,10,7,113
SSC40560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40561,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,3,13,3,3,0,0,32,9,27,44,49,83,57,45,13,3,318
SSC40562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,14,5,3,0,32
SSC40563,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,7,11,4,18,33,25,24,3,0,123
SSC40564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,4,0,0,9,6,8,9,3,0,46
SSC40565,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,7,0,7,9,13,32,35,24,10,0,115
SSC40566,0,0,0,0,0,6,5,7,0,20,0,0,0,0,0,3,0,0,0,0,3,5,9,6,3,19,3,0,0,53,7,19,29,40,39,65,47,17,11,272
SSC40567,0,0,0,0,0,0,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,4,0,0,17,3,3,9,15,18,23,24,4,0,102
SSC40568,0,0,0,0,0,0,7,5,3,25,0,0,0,0,0,0,0,3,0,4,0,9,12,3,14,14,17,10,4,77,57,164,190,273,311,317,235,84,32,1665
SSC40569,0,0,3,0,4,0,15,6,8,34,0,0,0,0,0,0,0,0,0,3,5,3,13,8,17,14,28,12,3,98,102,177,264,439,513,421,388,132,48,2477
SSC40570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,6,15,6,0,0,40
SSC40571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,3,0,3,0,19
SSC40572,0,4,0,0,3,11,35,30,14,94,0,0,0,0,0,0,0,0,0,0,0,5,12,10,14,27,15,23,5,109,42,99,215,245,241,331,377,187,52,1783
SSC40573,0,0,0,0,0,0,4,0,4,17,0,0,0,0,0,0,0,0,0,7,3,3,4,9,14,8,8,10,3,62,50,113,142,223,312,229,215,114,42,1436
SSC40574,0,0,0,0,0,0,3,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,8,9,5,3,47,30,52,74,116,157,172,103,50,36,777
SSC40575,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,3,3,3,20,9,36,30,52,65,84,61,30,27,398
SSC40576,0,3,5,3,7,19,100,153,44,342,0,0,3,5,3,9,13,25,15,72,3,3,18,19,26,18,26,44,5,163,74,238,563,527,503,384,354,312,98,3064
SSC40577,0,0,0,0,0,10,12,31,41,104,0,0,0,0,3,0,9,10,6,23,5,3,13,10,3,6,7,15,19,88,25,63,174,154,142,123,84,95,106,962
SSC40578,3,4,4,4,4,10,46,52,39,161,0,0,0,3,8,3,4,8,0,23,13,23,39,41,49,49,44,29,19,302,153,367,620,802,977,850,560,308,129,4772
SSC40579,0,0,3,5,3,3,15,19,5,54,0,0,0,0,0,0,0,3,0,6,5,12,22,26,26,24,13,14,7,144,73,177,303,394,410,377,194,114,50,2089
SSC40580,0,0,3,0,0,5,17,9,4,42,0,0,0,0,0,0,0,0,0,3,4,0,3,10,10,18,12,7,0,68,99,143,283,473,508,250,134,39,4,1938
SSC40581,0,0,3,3,6,4,57,59,11,151,0,0,0,3,0,0,0,0,0,9,13,15,28,28,41,34,41,27,11,227,157,358,737,819,1019,871,804,277,64,5112
SSC40582,0,0,0,0,3,0,7,12,5,25,0,0,0,0,0,0,0,0,0,0,3,6,10,9,9,8,8,5,3,65,58,145,188,202,240,196,138,58,38,1253
SSC40583,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,16,6,15,22,46,49,57,48,15,0,260
SSC40584,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,8,9,14,15,17,5,10,3,79
SSC40585,3,3,5,8,7,24,37,15,3,99,0,3,5,6,4,5,0,0,0,31,13,17,17,18,32,22,16,18,3,143,147,321,597,551,755,628,355,183,21,3554
SSC40586,0,0,0,4,3,20,27,41,25,131,0,0,0,3,0,0,3,3,4,19,8,5,34,20,14,14,16,13,5,121,70,207,642,512,391,306,221,166,85,2601
SSC40587,0,0,0,0,0,6,28,24,10,72,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,18,14,11,51,3,19,23,33,51,100,191,175,48,651
SSC40588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,10,14,7,5,0,0,37
SSC40589,0,0,0,0,4,0,10,22,3,42,0,0,0,0,3,0,0,5,0,15,3,10,7,7,6,4,3,8,0,51,19,102,191,111,94,77,48,56,15,715
SSC40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40591,0,0,3,0,3,0,3,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,6,3,0,0,21,0,30,59,30,40,30,13,3,3,212
SSC40592,0,0,0,0,0,6,18,7,0,29,0,0,0,0,0,0,0,0,0,0,4,7,0,5,11,22,18,11,0,79,20,43,77,117,158,300,352,110,13,1183
SSC40593,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,7,0,3,7,9,15,18,14,5,6,71
SSC40594,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,5,8,0,0,20,19,12,36,43,84,88,75,23,3,381
SSC40595,0,3,6,6,4,25,42,51,17,166,0,0,0,0,3,4,3,6,0,26,9,8,30,27,26,30,26,23,10,184,67,207,545,474,422,387,293,199,52,2636
SSC40596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,13,0,3,3,12,13,26,4,4,0,74
SSC40597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,11
SSC40598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,10,0,0,32
SSC40599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,3,0,0,16,6,4,15,18,23,18,14,5,0,110
SSC40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SSC40601,0,3,7,10,16,29,108,185,226,588,0,0,0,3,3,3,5,7,6,33,15,18,27,27,54,27,66,92,83,410,165,355,914,869,906,871,982,800,668,6528
SSC40602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,4,8,0,0,26
SSC40603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC40604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,12
SSC40605,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,4,6,0,0,28,19,40,25,49,103,92,57,10,3,404
SSC40606,0,0,0,0,0,4,10,16,37,77,0,0,0,0,0,3,0,0,0,8,3,3,4,17,13,17,29,43,41,171,64,132,236,299,367,416,398,303,291,2508
SSC40607,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,3,0,21,4,6,14,11,21,24,18,7,0,100
SSC40608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,4,3,3,6,0,0,13
SSC40609,0,0,0,0,0,7,11,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,0,0,19,12,21,26,28,88,88,64,20,5,344
SSC40610,0,6,14,9,6,15,46,25,24,142,0,0,0,3,0,0,0,3,4,13,15,14,19,34,26,44,29,18,5,201,100,295,606,535,476,459,345,148,77,3047
SSC40611,3,0,0,0,0,0,4,11,13,29,0,0,0,0,0,0,0,4,0,11,4,3,8,13,10,15,8,10,4,77,34,117,171,223,225,243,187,70,35,1299
SSC40612,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,10,0,5,12,18,24,24,16,4,0,107
SSC40613,3,3,28,19,18,54,221,114,82,540,0,10,14,23,19,20,20,9,4,119,16,18,56,55,51,68,115,66,41,495,165,537,1183,1166,1046,959,1287,492,217,7063
SSC40614,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,9,3,3,31,12,27,23,43,68,61,57,15,6,306
SSC40615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,3,3,27,10,15,4,0,0,0,61
SSC40616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,9,3,0,0,24
SSC40617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,10
SSC40618,0,0,0,0,0,0,3,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,3,0,20,12,6,29,37,52,62,59,15,4,274
SSC40619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,0,0,8,4,11,6,0,4,0,36
SSC40620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40621,0,0,0,0,0,3,14,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,16,3,0,3,13,25,27,43,11,0,126
SSC40622,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,8,0,0,0,21,14,26,30,58,111,94,35,10,9,394
SSC40623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,17
SSC40624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,8,4,5,12,0,0,31
SSC40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40626,4,3,3,6,3,0,0,0,0,21,0,0,4,0,8,4,7,7,0,22,0,3,14,7,0,0,0,0,0,30,9,32,45,35,32,15,6,3,0,186
SSC40627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,8,7,11,7,3,0,0,43
SSC40628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,3,3,19,12,9,0,43
SSC40629,0,0,0,0,0,13,39,36,23,113,0,0,0,0,0,0,0,0,0,0,3,0,8,10,19,8,15,13,29,110,26,83,145,150,213,234,187,129,89,1258
SSC40630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,4,4,3,15
SSC40632,3,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,3,7,4,4,3,0,0,29,17,24,33,65,67,34,22,14,3,273
SSC40633,0,0,0,0,3,3,10,3,0,21,0,0,0,0,0,0,0,0,0,0,4,0,5,3,11,6,8,0,0,34,11,11,29,26,49,48,34,11,0,227
SSC40634,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,8,12,17,23,10,0,0,78
SSC40635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8
SSC40636,0,0,0,0,0,0,11,26,10,49,0,0,0,0,3,0,3,3,0,10,0,5,3,0,6,5,3,5,6,28,18,92,92,130,172,159,109,58,62,897
SSC40637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,0,0,0,15
SSC40639,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,12,35,41,44,18,3,3,176
SSC40640,3,0,6,4,14,17,65,53,33,195,0,3,0,0,0,3,0,0,0,9,10,24,30,24,38,37,52,52,47,318,72,154,297,255,382,364,393,254,121,2300
SSC40641,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,6,7,6,3,9,5,3,46
SSC40642,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,3,0,20
SSC40643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,5,0,0,21
SSC40644,0,0,0,0,0,8,14,10,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,4,0,0,0,24,14,29,43,61,87,74,55,21,0,381
SSC40645,0,0,0,0,0,3,6,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,15,5,21,18,50,60,72,41,17,3,294
SSC40646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,7,8,3,0,0,31
SSC40647,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,0,18,8,5,16,12,11,6,0,0,0,62
SSC40648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,15
SSC40649,0,3,0,3,6,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,3,5,10,17,18,4,0,0,0,65,18,28,44,49,31,12,4,0,0,183
SSC40650,0,0,0,0,0,0,6,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,12,3,6,43,29,57,43,102,155,186,117,31,13,725
SSC40651,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,16,19,10,0,0,85
SSC40652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,0,13
SSC40653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC40654,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,3,4,7,4,3,8,3,3,0,33,20,30,91,125,112,76,31,13,3,490
SSC40655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,23
